"Relevé number","PriorCluster","SIVIMID","EUNIS_REVISED","EUNIS2020","Twinspan","Twinspan2","Class","Order","Alliance","Sintaxon","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation"
"2161",3,"T-P31609","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici","",NA,4,"1985-1986",-3.923803883,43.30373109,"4 - UTM10x10 + Centroid",178
"2162",3,"T-P31610","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici","",NA,1,"1985-1986",-4.54010737,43.29709228,"4 - UTM10x10 + Centroid",367.5
"2163",3,"T-P31611","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici","",NA,4,"1985-1986",-3.311323105,43.38164629,"4 - UTM10x10 + Centroid",191
"2164",3,"T-P31612","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici","",NA,2,"1985-1986",-3.311323105,43.38164629,"4 - UTM10x10 + Centroid",191
"2165",3,"T-P31613","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici","",NA,2,"1985-1986",-4.165908673,43.37783424,"4 - UTM10x10 + Centroid",114
"2166",3,"T-P31614","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici","",NA,4,"1985-1986",-4.165908673,43.37783424,"4 - UTM10x10 + Centroid",114
"2167",3,"T-P31616","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici","",NA,1,"1985-1986",-4.108373975,42.79326158,"4 - UTM10x10 + Centroid",873
"2168",3,"T-P31617","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici","",NA,2,"1985-1986",-4.108373975,42.79326158,"4 - UTM10x10 + Centroid",873
"2169",3,"T-P31618","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici","",NA,3,"1985-1986",-3.665204511,43.46129774,"4 - UTM10x10 + Centroid",43
"2170",3,"T-P31619","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici","",NA,4,"1985-1986",-3.800447036,43.39010631,"4 - UTM10x10 + Centroid",36
"2171",3,"T-P31620","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici","",NA,2,"1985-1986",-3.800447036,43.39010631,"4 - UTM10x10 + Centroid",36
"2172",3,"T-P31621","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici","",NA,2,"1985-1986",-3.800447036,43.39010631,"4 - UTM10x10 + Centroid",36
"2173",3,"T-P31622","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici","",NA,2,"1985-1986",-3.427677294,43.38332,"4 - UTM10x10 + Centroid",81
"2174",3,"T-P31623","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici","",NA,3,"1985-1986",-3.455098968,43.45524153,"4 - UTM10x10 + Centroid",41
"2175",3,"T-P31624","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici","",NA,2,"1985-1986",-4.528495991,42.84729103,"4 - UTM10x10 + Centroid",1121
"2176",3,"T-P31625","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici","",NA,2,"1985-1986",-4.287924398,43.0300701,"4 - UTM10x10 + Centroid",1366
"2177",3,"T-P31626","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici","",NA,2,"1985-1986",-3.427677294,43.38332,"4 - UTM10x10 + Centroid",81
"2178",7,"T-P31627","V37"," V32   ","V35 Trampled","V35 Trampled perennials",NA,NA,NA,"Associació-Desconeguda","",NA,5,"2000",-2.906511653,43.37137182,"1 - UTM1x1 + Elevation",5
"2179",3,"T-P32454","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","",NA,10,"1966",-2.072845145,43.16054602,"1 - UTM1x1 + Elevation",150
"2180",3,"T-P32455","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","",NA,10,"1966",-1.660185344,43.1312443,"1 - UTM1x1 + Elevation",100
"2181",3,"T-P32456","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","",NA,60,"1966",-1.662565169,43.13487403,"1 - UTM1x1 + Elevation",130
"2182",3,"T-P32457","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","",NA,10,"1966",-2.266898901,43.18536643,"1 - UTM1x1 + Elevation",130
"2183",3,"T-P32458","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","",NA,10,"1966",-2.271820797,43.18539786,"1 - UTM1x1 + Elevation",160
"2184",3,"T-P32459","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","",NA,10,"1966",-2.271842201,43.18359705,"1 - UTM1x1 + Elevation",160
"2185",3,"T-P32460","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","",NA,30,"1966",-1.662565169,43.13487403,"1 - UTM1x1 + Elevation",130
"2186",3,"T-P32461","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","",NA,100,"1966",-1.667521175,43.13313092,"1 - UTM1x1 + Elevation",160
"2187",3,"T-P32462","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","",NA,10,"1966",-2.415143223,43.12498758,"1 - UTM1x1 + Elevation",190
"2188",3,"T-P32463","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","",NA,20,"1966",-2.27432441,43.18181187,"1 - UTM1x1 + Elevation",100
"2189",3,"T-P32464","U37"," H32d  ","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","",NA,20,"1966",-2.251671146,43.22308765,"1 - UTM1x1 + Elevation",140
"2190",3,"T-P32465","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","",NA,10,"1966",-2.183491904,43.1649911,"1 - UTM1x1 + Elevation",180
"2191",3,"T-P32466","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","",NA,50,"1966",-1.686288442,43.29002808,"1 - UTM1x1 + Elevation",220
"2192",3,"T-P32467","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","",NA,10,"1966",-1.509623614,43.15459498,"1 - UTM1x1 + Elevation",290
"2193",3,"T-P32468","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","",NA,50,"1966",-1.504705465,43.1545308,"1 - UTM1x1 + Elevation",290
"2194",3,"T-P32469","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","",NA,20,"1966",-1.504705465,43.1545308,"1 - UTM1x1 + Elevation",290
"2195",3,"T-P32470","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","",NA,NA,"1966",-1.522005849,43.15115377,"1 - UTM1x1 + Elevation",280
"2196",3,"T-P32471","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","",NA,20,"1966",-1.899592669,43.08156961,"2 - UTM1x1 + Centroid",700
"2197",3,"T-P32472","U37","      ?","U37 Walls","U37 Walls","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae","",NA,20,"1966",-1.948138409,43.11624453,"1 - UTM1x1 + Elevation",750
"2198",4,"T-P32589","V15"," V15   ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","Lamio amplexicaulis-Veronicetum hederifoliae","",0,35,"1995",-7.517978838,42.471799,"3 - UTM10x10 + Elevation",390
"2199",4,"T-P32590","V15"," V15   ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","Lamio amplexicaulis-Veronicetum hederifoliae","",0,25,"1995",-7.433705561,42.51831349,"3 - UTM10x10 + Elevation",390
"2200",4,"T-P32591","V15"," V37   ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","Lamio amplexicaulis-Veronicetum hederifoliae","",0,40,"1995",-7.537947173,42.51242418,"3 - UTM10x10 + Elevation",290
"2201",4,"T-P32592","V15"," V15   ","V15 Weeds of poor soils","V15 Summer weeds of poor soils","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","Lamio amplexicaulis-Veronicetum hederifoliae","",0,30,"1995",-7.482994553,42.45876992,"3 - UTM10x10 + Elevation",590
"2202",4,"T-P32593","V15"," V15   ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","Lamio amplexicaulis-Veronicetum hederifoliae","",0,50,"1995",-7.436027698,42.44799597,"3 - UTM10x10 + Elevation",530
"2203",4,"T-P32594","V15"," V15   ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","",NA,40,"1995",-7.485371056,42.49123445,"2 - UTM1x1 + Centroid",300
"2204",4,"T-P32595","V15"," V15   ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","",0,60,"1995",-7.59002046,42.49233933,"1 - UTM1x1 + Elevation",310
"2205",4,"T-P32596","V15"," V15   ","V15 Weeds of poor soils","V15 Summer weeds of poor soils","Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","W",5,10,"1995",-7.660414587,42.42466861,"1 - UTM1x1 + Elevation",200
"2206",4,"T-P32597","V15"," V15   ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","",0,40,"1995",-7.427131223,41.60572943,"4 - UTM10x10 + Centroid",400
"2207",4,"T-P32598","V15"," V15   ","V15 Weeds of poor soils","V15 Summer weeds of poor soils","Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","E",NA,25,"1995",-7.477027036,42.85159596,"2 - UTM1x1 + Centroid",350
"2208",4,"T-P32599","V15"," V15   ","V15 Weeds of poor soils","V15 Summer weeds of poor soils","Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","SE",10,40,"1995",-7.610928755,42.4788936,"1 - UTM1x1 + Elevation",360
"2209",4,"T-P32600","V15"," V15   ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","",0,60,"1995",-7.620720844,42.51271099,"1 - UTM1x1 + Elevation",400
"2210",4,"T-P32601","V15"," V15   ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","",0,30,"1995",-7.568575781,42.56522482,"2 - UTM1x1 + Centroid",320
"2211",4,"T-P32602","V15"," V15   ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","",0,50,"1995",-7.542379674,42.57347116,"1 - UTM1x1 + Elevation",380
"2212",4,"T-P32603","V15"," V15   ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","",0,30,"1995",-7.501956998,42.55346164,"1 - UTM1x1 + Elevation",320
"2213",4,"T-P32604","V15"," V15   ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","",0,NA,"1995",-7.384577706,42.58124494,"2 - UTM1x1 + Centroid",500
"2214",4,"T-P32605","V15"," V15   ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","E",NA,40,"1995",-7.587009618,42.5176695,"1 - UTM1x1 + Elevation",390
"2215",4,"T-P32606","V15"," V15   ","V15 Weeds of rich soils","V15 Summer weeds of rich soils","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","Lamio hybridi-Echinochloetum crus-gallii","NE",NA,30,"1995",-7.350827818,42.65654926,"1 - UTM1x1 + Elevation",740
"2216",4,"T-P32607","V15"," V15   ","V15 Weeds of rich soils","V15 Summer weeds of rich soils","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","Lamio hybridi-Echinochloetum crus-gallii","SW",NA,40,"1995",-7.594082396,42.48137221,"1 - UTM1x1 + Elevation",300
"2217",4,"T-P32608","V15"," V15   ","V15 Weeds of rich soils","V15 Summer weeds of rich soils","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","Lamio hybridi-Echinochloetum crus-gallii","",0,30,"1995",-7.473098382,42.62662144,"1 - UTM1x1 + Elevation",380
"2218",4,"T-P32609","V15"," V     ","V15 Weeds of rich soils","V15 Summer weeds of rich soils","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","Lamio hybridi-Echinochloetum crus-gallii","",0,25,"1995",-7.470795558,42.62851219,"1 - UTM1x1 + Elevation",380
"2219",4,"T-P32610","V15"," V37   ","V15 Weeds of rich soils","V15 Summer weeds of rich soils","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","Lamio hybridi-Echinochloetum crus-gallii","",0,30,"1995",-7.387924129,42.55969459,"1 - UTM1x1 + Elevation",400
"2220",4,"T-P32611","V15"," V37   ","V15 Weeds of rich soils","V15 Summer weeds of rich soils","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","Lamio hybridi-Echinochloetum crus-gallii","SE",10,40,"1995",-7.35825285,42.65806717,"1 - UTM1x1 + Elevation",760
"2221",4,"T-P32612","V15"," V15   ","V15 Weeds of rich soils","V15 Summer weeds of rich soils","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","Lamio hybridi-Echinochloetum crus-gallii","",0,50,"1995",-7.592051586,42.48685578,"1 - UTM1x1 + Elevation",300
"2222",4,"T-P32613","V15"," V37   ","V15 Weeds of rich soils","V15 Summer weeds of rich soils","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","Lamio hybridi-Echinochloetum crus-gallii","",0,50,"1995",-7.528987429,42.69104574,"2 - UTM1x1 + Centroid",290
"2223",4,"T-P32614","V15"," V37   ","V15 Weeds of rich soils","V15 Summer weeds of rich soils","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","Lamio hybridi-Echinochloetum crus-gallii","",0,50,"1995",-7.383191539,42.56167678,"1 - UTM1x1 + Elevation",400
"2224",4,"T-P32615","V15"," V15   ","V15 Weeds of rich soils","V15 Summer weeds of rich soils","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","Lamio hybridi-Echinochloetum crus-gallii","",0,25,"1995",-7.506814251,42.55327031,"1 - UTM1x1 + Elevation",320
