"SIVIMID","CANTEUNIS","Original","Alliance","Order","Class","Area","Year","Longitude","Latitude","Accuracy","Elevation"
"T-P05182","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",10,1995,-3.60392926,43.24915423,"1 - UTM1x1 + Elevation",200
"T-P03069","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",15,1986,-3.06693273,43.33357141,"3 - UTM10x10 + Elevation",250
"S-P17966","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1982,-2.657473961,43.3186708,"1 - UTM1x1 + Elevation",80
"T-P12277","V39X","Galio aparines-Conietum maculati","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1988,-6.327726795,42.91419609,"3 - UTM10x10 + Elevation",1000
"R-P12727","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",50,1997,-3.095655307,42.7680364,"3 - UTM10x10 + Elevation",550
"T-P05183","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",10,1995,-3.434991241,43.39759621,"3 - UTM10x10 + Elevation",8
"T-P05181","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",15,1995,-3.480805149,43.25694172,"1 - UTM1x1 + Elevation",90
"T-P12281","V39X","Galio aparines-Conietum maculati","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",4,1988,-6.295206103,42.94755262,"3 - UTM10x10 + Elevation",1030
"S-P15135","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",50,1967,-1.965249735,43.26767938,"1 - UTM1x1 + Elevation",20
"T-P04816","V39X","Senecioni duriaei-Chenopodietum boni-henrici","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",10,1984,-4.934827061,43.18756032,"3 - UTM10x10 + Elevation",1700
"S-P17965","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1982,-2.662416887,43.31688458,"1 - UTM1x1 + Elevation",90
"R-P24677","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,2012,-6.628592361,42.27655082,"1 - UTM1x1 + Elevation",1190
"T-P11879","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",10,1988,-5.689243528,42.88056569,"3 - UTM10x10 + Elevation",1140
"T-P06602","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1995,-2.440784842,42.73789359,"1 - UTM1x1 + Elevation",640
"T-P03067","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1986,-3.200156905,43.33341586,"3 - UTM10x10 + Elevation",150
"T-P12037","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1988,-3.16055042,43.28305254,"3 - UTM10x10 + Elevation",150
"R-P15157","V39X","Carduo nutantis-Cirsietum richterani","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",6,1983,-2.343251697,42.94990072,"2 - UTM1x1 + Centroid",1000
"T-P12275","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",10,1988,-6.403089754,42.94799425,"3 - UTM10x10 + Elevation",1090
"Q-P10117","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",4,2000,-6.95616051,41.77406386,"3 - UTM10x10 + Elevation",800
"S-P17971","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1982,-2.577587227,43.10048887,"1 - UTM1x1 + Elevation",250
"S-P15137","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1967,-2.417635987,43.12139835,"1 - UTM1x1 + Elevation",150
"S-P17963","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1982,-2.739314292,43.21443251,"1 - UTM1x1 + Elevation",110
"T-P06597","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",50,1995,-2.088164812,42.957158,"1 - UTM1x1 + Elevation",610
"S-P11129","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1989,-4.457617041,42.9911302,"1 - UTM1x1 + Elevation",1200
"T-P06596","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1995,-2.538737421,43.03730413,"1 - UTM1x1 + Elevation",500
"T-P06601","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",10,1995,-3.017597012,43.35700145,"1 - UTM1x1 + Elevation",0
"T-P05178","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",10,1995,-3.348635457,43.41229918,"1 - UTM1x1 + Elevation",50
"T-P03072","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",15,1986,-3.091552561,43.29933691,"3 - UTM10x10 + Elevation",250
"S-P17970","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1982,-2.575129549,43.10047977,"1 - UTM1x1 + Elevation",250
"T-P05179","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",8,1995,-3.467041253,43.39026625,"1 - UTM1x1 + Elevation",6
"T-P12038","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1988,-3.13099271,43.29389577,"3 - UTM10x10 + Elevation",200
"S-P15136","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",100,1967,-2.073035698,43.14794089,"1 - UTM1x1 + Elevation",100
"T-P12278","V39X","Galio aparines-Conietum maculati","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",25,1988,-6.189951626,42.95053729,"3 - UTM10x10 + Elevation",1270
"S-P15149","V39X","Galio aparines-Anthriscetum sylvestris","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",100,1967,-1.508988744,42.97809312,"1 - UTM1x1 + Elevation",640
"T-P11649","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",15,1988,-5.696803534,42.94161827,"3 - UTM10x10 + Elevation",1200
"T-P12280","V39X","Galio aparines-Conietum maculati","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",10,1988,-6.321451714,42.93418754,"3 - UTM10x10 + Elevation",940
"T-P11647","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",8,1988,-5.666838907,42.87208558,"3 - UTM10x10 + Elevation",1140
"T-P12041","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",15,1988,-3.251542666,43.2306615,"3 - UTM10x10 + Elevation",400
"R-P12717","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",10,1997,-3.181335485,42.80935772,"3 - UTM10x10 + Elevation",1040
"T-P03071","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",15,1986,-3.209938483,43.3081855,"3 - UTM10x10 + Elevation",400
"R-P15154","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",15,1983,-2.518772508,43.07864482,"1 - UTM1x1 + Elevation",450
"Q-P10114","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",2,2000,-7.068726986,41.87997997,"3 - UTM10x10 + Elevation",750
"S-P17969","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",30,1982,-2.646008126,43.16915796,"1 - UTM1x1 + Elevation",180
"S-P15134","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",10,1967,-1.895377618,43.31565038,"2 - UTM1x1 + Centroid",80
"T-P05180","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",10,1995,-3.481714672,43.37219645,"3 - UTM10x10 + Elevation",4
"T-P12274","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",10,1988,-6.246347129,42.95075099,"3 - UTM10x10 + Elevation",1240
"T-P12276","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",5,1988,-6.297557608,42.94568401,"3 - UTM10x10 + Elevation",1030
"U-P16707","V39X","Galio aparines-Conietum maculati","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",40,2009,-5.117097905,43.04926399,"2 - UTM1x1 + Centroid",1120
"T-P12279","V39X","Galio aparines-Conietum maculati","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",4,1988,-6.364617546,42.96173849,"3 - UTM10x10 + Elevation",1380
"T-P11646","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000
"T-P03068","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1986,-3.126031935,43.27949392,"3 - UTM10x10 + Elevation",200
"S-P15140","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1967,-1.603399487,43.14137081,"2 - UTM1x1 + Centroid",120
"Q-P10116","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",4,2000,-6.624125452,41.85887416,"3 - UTM10x10 + Elevation",740
"T-P03070","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1986,-3.049613051,43.27234887,"3 - UTM10x10 + Elevation",300
"R-P24676","V39X","Galio aparines-Conietum maculati","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",8,2012,-6.814727332,42.42717622,"1 - UTM1x1 + Elevation",366
"T-P11878","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1988,-5.748352093,42.88816549,"3 - UTM10x10 + Elevation",1200
"T-P03073","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",15,1986,-3.059527844,43.32997367,"3 - UTM10x10 + Elevation",200
"T-P11653","V39X","Galio aparines-Conietum maculati","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1988,-5.819410684,42.99628979,"3 - UTM10x10 + Elevation",1280
"T-P06587","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",40,1995,-1.917188316,42.77916673,"1 - UTM1x1 + Elevation",590
"U-P00122","V39X","Sisymbrio officinalis-Hordeetum murini","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",4,2001,-5.00858687,43.03501237,"1 - UTM1x1 + Elevation",1100
"T-P06589","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",8,1995,-2.610710331,42.91510204,"1 - UTM1x1 + Elevation",550
"S-P15148","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",50,1967,-2.100370981,42.96085661,"1 - UTM1x1 + Elevation",650
"S-P15147","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",50,1967,-1.504837161,43.14912973,"2 - UTM1x1 + Centroid",100
"T-P04814","V39X","Senecioni duriaei-Chenopodietum boni-henrici","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",NA,1984,-4.798549642,43.24020958,"3 - UTM10x10 + Elevation",1500
"T-P06591","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",10,1995,-2.396940742,42.97541048,"1 - UTM1x1 + Elevation",750
"S-P15141","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",50,1967,-2.254396908,43.20149416,"2 - UTM1x1 + Centroid",50
"R-P15155","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",15,1983,-2.443928241,43.20437335,"1 - UTM1x1 + Elevation",530
"S-P15133","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1967,-2.25087686,43.28791586,"1 - UTM1x1 + Elevation",25
"S-P15142","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",50,1967,-1.979371956,43.30742628,"1 - UTM1x1 + Elevation",20
"S-P15132","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",50,1967,-2.189131221,43.29649937,"1 - UTM1x1 + Elevation",20
"T-P11877","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",5,1988,-6.267710828,42.93753672,"3 - UTM10x10 + Elevation",1030
"T-P11652","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1988,-5.728383338,42.87963896,"3 - UTM10x10 + Elevation",1200
"T-P06588","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",15,1995,-2.130051799,42.76837423,"1 - UTM1x1 + Elevation",530
"U-P00647","V39X","Galio aparines-Conietum maculati","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",15,2002,-5.001749362,42.97570125,"1 - UTM1x1 + Elevation",1140
"R-P15148","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",10,1983,-2.384338285,43.25449448,"1 - UTM1x1 + Elevation",50
"T-P27869","V39X","Asociación de Malva mauritanica-Rumex obtusifolius","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",NA,1958,-5.789921341,42.9952121,"3 - UTM10x10 + Elevation",950
"S-P17972","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",10,1982,-2.673561842,43.07739006,"2 - UTM1x1 + Centroid",450
"S-P15139","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1967,-1.843525255,43.3187396,"1 - UTM1x1 + Elevation",120
"T-P12040","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1988,-3.054595502,43.33177705,"3 - UTM10x10 + Elevation",300
"T-P11648","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",15,1988,-5.74582576,42.88642525,"3 - UTM10x10 + Elevation",1200
"T-P12043","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",15,1988,-2.985541955,43.23093713,"3 - UTM10x10 + Elevation",200
"Q-P10115","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",9,2000,-7.052709018,41.85533498,"3 - UTM10x10 + Elevation",820
"T-P11876","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",10,1988,-6.216775309,42.99480644,"3 - UTM10x10 + Elevation",1440
"T-P06600","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",30,1995,-2.201599488,43.28578159,"1 - UTM1x1 + Elevation",140
"T-P23962","V39X","Carduo nutantis-Cirsietum richterani","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1982,-2.367361684,42.98965894,"3 - UTM10x10 + Elevation",1000
"T-P06603","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1995,-2.578365288,42.62681363,"1 - UTM1x1 + Elevation",750
"T-P06590","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1995,-2.580020286,43.10409979,"1 - UTM1x1 + Elevation",180
"T-P11654","V39X","Galio aparines-Conietum maculati","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",25,1988,-5.64636353,42.90857919,"3 - UTM10x10 + Elevation",1140
"T-P11656","V39X","Galio aparines-Conietum maculati","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",50,1988,-5.704786375,42.9000092,"3 - UTM10x10 + Elevation",1200
"T-P12039","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",15,1988,-3.108806287,43.29571995,"3 - UTM10x10 + Elevation",250
"S-P15138","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1967,-1.66010672,43.13484527,"1 - UTM1x1 + Elevation",190
"R-P15151","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",5,1983,-2.563582342,42.99597836,"2 - UTM1x1 + Centroid",300
"R-P15150","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",6,1983,-2.563582342,42.99597836,"2 - UTM1x1 + Centroid",300
"Q-P08751","V39X","Galio aparines-Conietum maculati","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",12,1990,-4.534039347,42.90728585,"3 - UTM10x10 + Elevation",1070
"S-P15131","V39X","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii",20,1967,-2.29159175,43.17831819,"1 - UTM1x1 + Elevation",100
