Analysis.Names,Origin in the Czech Republic,Invasion status,Geographic origin,Year of the first record in the wild,Year of the last record,Period of introduction,Introduction pathway,heightmax,floweringmin,floweringmax,floweringmean,floweringwidth,neophyte,bryophyte,chamaephyte,geophyte,hemicryptophyte,hydrophyte,therophyte,phanerophyte,EIVE1.M,EIVE1.N,EIVE1.R,EIVE1.L,EIVE1.T,Disturbance.Severity,Disturbance.Severity.herblayer,Disturbance.Frequency,Disturbance.Frequency.herblayer,Mowing.Frequency,Grazing.Pressure,Soil.Disturbance
Silene baccifera,native,,,,,,,150,4,10,7,7,0,0,0,0,1,0,0,0,6.3,7.5,7.7,5.4,4.7,0.63423,0.33742,0.34932,1.36424,0.09835,0.19136,0.12073
Silene colorata,absent,,,,,,,60,1,6,3.5,6,0,0,0,0,0,0,1,0,2.2,5.7,8,9,7.7,0.52704,0.44214,1.05728,1.67864,0.07987,0.20241,0.43958
Silene conica,native,,,,,,,25,4,7,5.5,4,0,0,0,0,0,0,1,0,2.3,2.6,5.6,8.8,5.4,0.55253,0.52272,1.29377,1.98652,0.30897,0.29114,0.40144
Silene conoidea,absent,,,,,,,50,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2.3,6,6.3,9,5.4,NA,NA,NA,NA,NA,NA,NA
Silene coronaria,archaeophyte/neophyte,naturalized,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene dioica,native,,,,,,,80,4,8,6,5,0,0,0,0,1,0,0,0,5.2,8,6.6,5.1,3.8,0.62243,0.29646,0.26317,1.34606,0.11632,0.1748,0.13996
Silene flos-cuculi,native,,,,,,,70,4,8,6,5,0,0,0,0,1,0,0,0,5.9,4.9,5.6,7.1,3.9,0.51608,0.49099,1.31159,1.92324,0.90524,0.20964,0.21748
Silene gallica,archaeophyte,casual,Mediterranean,,,Early Middle Ages (550–1200),unintentional – agriculture,60,2,6,4,5,0,0,0,0,0,0,1,0,3.6,5.5,5.5,7.7,5.6,0.63622,0.59429,1.24503,1.74861,0.48068,0.27046,0.36726
Silene laeta,native,,,,,,,60,5,7,6,3,0,0,0,0,0,0,1,0,5.2,1.8,2.5,8.4,6,0.48515,0.48515,1.95134,1.95134,0.17668,0.21667,0.23654
Silene latifolia,archaeophyte,naturalized,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene littorea,absent,,,,,,,20,3,5,4,3,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Silene muscipula,absent,,,,,,,50,5,8,6.5,4,0,0,0,0,0,0,1,0,2.7,5.2,6.3,8,6.5,NA,NA,NA,NA,NA,NA,NA
Silene nutans,native,,,,,,,80,5,8,6.5,4,0,0,0,0,1,0,0,0,3.2,3.1,6.3,6.8,4.1,0.55375,0.29837,0.38258,1.45473,0.23523,0.23584,0.15214
Silene portensis,absent,,,,,,,60,5,8,6.5,4,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0.39062,0.29677,0.845,1.96643,0.48833,0.28235,0.23333
Silene scabriflora,absent,,,,,,,40,3,7,5,5,0,0,0,0,1,0,1,0,1.7,0.7,3.3,7.5,5.4,0.34667,0.29623,1.09905,2.11919,0.79362,0.29811,0.20167
Silene vulgaris,native,,,,,,,80,4,6,5,3,0,0,0,0,1,0,0,0,3.8,3.7,6.8,7.3,4.4,0.55966,0.42918,0.67312,1.53087,0.35485,0.20431,0.23887
Silybum marianum,archaeophyte,casual,Mediterranean,1837,,Late Middle Ages (1200–1500),intentional – crops,,,,,,,,,,,,,,,,,,,,,,,,,
Sinapis alba,archaeophyte/neophyte,casual,Mediterranean,1875,,Late Middle Ages and Early Modern Period (merged category,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinapis arvensis,archaeophyte,naturalized,anecophyte,,,Neolithic (5600–4200 BCE),unintentional – agriculture,100,2,8,5,7,0,0,0,0,0,0,1,0,4.1,6.7,7.6,7.4,4.3,0.83003,0.82471,1.78482,1.97219,0.48138,0.13604,0.7566
Sison amomum,absent,,,,,,,150,7,9,8,3,0,0,0,0,1,0,0,0,4.1,6.6,7.3,6.2,5.9,0.66441,0.20877,0.13397,1.38956,0.0762,0.20351,0.1339
Sison segetum,absent,,,,,,,65,9,10,9.5,2,0,0,0,0,0,0,1,0,3.9,6.7,6.5,8.3,5.7,NA,NA,NA,NA,NA,NA,NA
Sisymbrella aspera,absent,,,,,,,50,4,8,6,5,0,0,0,0,0,0,1,0,5.1,6.1,7.6,8.7,5.2,0.39655,0.33333,0.90241,1.63059,0.18932,0.18519,0.16296
Sisymbrium austriacum,neophyte,casual,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sisymbrium crassifolium,absent,,,,,,,120,2,7,4.5,6,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sisymbrium irio,absent,,,,,,,75,9,18,1.5,10,0,0,0,0,0,0,1,0,3,6,7,7.9,6.1,0.82558,0.82097,1.84711,1.99662,0.86504,0.1896,0.56797
Sisymbrium macroloma,absent,,,,,,,115,5,8,6.5,4,0,0,0,0,0,0,1,0,3.4,7.5,8.4,8.2,6.3,NA,NA,NA,NA,NA,NA,NA
Sisymbrium officinale,archaeophyte,naturalized,Mediterranean,,,Early Middle Ages (550–1200),unintentional – anthropogenic,90,3,8,5.5,6,0,0,0,0,0,0,1,0,3.7,7.4,6.6,7.7,4.6,0.76998,0.7507,1.46055,1.90983,0.91556,0.1857,0.55131
Sixalix atropurpurea,absent,,,,,,,100,4,8,6,5,0,0,0,0,0,0,1,0,2.9,4.6,6.6,7.9,6.2,0.66984,0.59147,0.99602,1.63775,0.37256,0.26002,0.31369
Smilax aspera,absent,,,,,,,600,2,12,7,11,0,0,0,0,0,0,0,1,3.5,3.8,6.3,5.5,7.2,0.69206,0.18876,0.13379,1.3416,0.00894,0.25646,0.10733
Smyrnium olusatrum,absent,,,,,,,130,3,6,4.5,4,0,0,0,0,1,0,0,0,4.2,7.9,6.8,6.4,6.8,0.72113,0.55423,0.63542,1.57944,0.29961,0.23737,0.25901
Solanum chenopodioides,absent,,,,,,,100,1,12,6.5,12,1,0,0,0,0,0,0,1,4,7.8,7.9,7.8,6.1,0.70333,0.54333,0.629,1.47162,0.34012,0.18621,0.26207
Solanum dulcamara,native,,,,,,,200,6,9,7.5,4,0,0,0,0,0,0,0,1,6.6,7.8,6.4,6.1,4.2,0.51987,0.28942,0.45404,1.38154,0.13888,0.16128,0.12662
Solanum nigrum,native,,Mediterranean,,,,,80,1,12,6.5,12,0,0,0,0,0,0,1,0,4.2,8.3,6.8,7.2,4.9,0.79972,0.7689,1.29856,1.89634,0.65193,0.17352,0.67176
Solanum tuberosum,neophyte,casual,anecophyte,,,Early Modern Period (1500–1800),intentional – crops,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,4.1,7.5,6.2,7.4,4.9,NA,NA,NA,NA,NA,NA,NA
Soleirolia soleirolii,absent,,,,,,,20,3,8,5.5,6,1,0,0,0,1,0,0,0,5.4,5.2,6.2,3.4,7.3,NA,NA,NA,NA,NA,NA,NA
Solidago virgaurea,native,,,,,,,84,6,11,8.5,6,0,0,0,0,1,0,0,0,4.3,4.5,4.8,4.9,4,0.63382,0.16697,0.1225,1.27596,0.0451,0.20459,0.11703
Soliva sessilis,absent,,,,,,,15,3,4,3.5,2,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soliva stolonifera,absent,,,,,,,7,2,4,3,3,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonchus arvensis,archaeophyte,naturalized,Mediterranean,,,Bronze Age (2300–750 BCE), unintentional – agriculture,,,,,,,,,,,,,,,,,,,,,,,,,
Sonchus asper,archaeophyte,naturalized,Mediterranean,,,Iron Age (750–20 BCE),unintentional – agriculture,,,,,,,,,,,,,,,,,,,,,,,,,
Sonchus bulbosus,absent,,,,,,,65,3,5,4,3,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,0.63573,0.36877,0.50306,1.52336,0.07795,0.24652,0.27768
Sonchus oleraceus,absent,,,,,,,125,3,9,6,7,0,0,0,0,0,0,1,0,4,8.1,7.5,7.3,4.8,0.75479,0.72524,1.28692,1.77374,0.61324,0.18283,0.56773
Sonchus tenerrimus,archaeophyte,naturalized,Mediterranean,,,Early Middle Ages (550–1200),unintentional – agriculture,,,,,,,,,,,,,,,,,,,,,,,,,
Sparganium erectum,native,,,,,,,92,5,9,7,5,0,0,0,0,0,1,0,0,8.1,6.4,6.7,7,4.5,NA,NA,NA,NA,NA,NA,NA
Sparganium neglectum,absent,,,,,,,92,5,9,7,5,0,0,0,0,0,1,0,0,8.4,6.6,6.2,7.1,4.8,NA,NA,NA,NA,NA,NA,NA
Spergula arvensis,archaeophyte,naturalized,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spergula morisonii,native,,,,,,,30,3,8,5.5,6,0,0,0,0,0,0,1,0,2.6,1.8,3.2,8.9,4.3,0.43285,0.39638,1.29086,1.99132,0.11949,0.23996,0.38947
Spergula pentandra,native,,,,,,,40,2,7,4.5,6,0,0,0,0,0,0,1,0,2.5,1.7,3.5,8.8,4.9,0.40516,0.39494,1.5997,1.82593,0.37805,0.34286,0.33806
Spergularia bocconei,absent,,,,,,,25,3,8,5.5,6,0,0,0,0,0,0,1,0,2.3,5.3,6,8.6,6.3,0.68529,0.68529,1.52793,1.52793,0.38661,0.225,0.39429
Spergularia capillacea,absent,,,,,,,35,3,11,7,9,0,0,0,0,0,0,1,0,4.4,4.5,2.7,7.8,4.2,0.52564,0.52564,1.87163,1.87163,0.21889,0.18718,0.30526
Spergularia marina,absent,,,,,,,35,2,11,6.5,10,0,0,0,0,1,0,1,0,5.3,5.1,8.2,7.7,5,0.50941,0.50853,2.02175,2.04395,0.10619,0.34561,0.23056
Spergularia purpurea,absent,,,,,,,25,3,11,7,9,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spergularia rubra,absent,,,,,,,25,3,8,5.5,6,0,0,0,0,0,0,1,0,4.4,3.9,4,7.5,4.3,0.73,0.72198,1.79063,2.10331,0.40223,0.22254,0.54071
Spergularia segetalis,absent,,,,,,,20,4,10,7,7,0,0,0,0,0,0,1,0,6.2,4.2,3.7,8.8,5.1,NA,NA,NA,NA,NA,NA,NA
Sporobolus indicus,absent,,,,,,,105,7,10,8.5,4,1,0,0,0,1,0,0,0,3.9,6,6.1,8.1,6.4,0.67684,0.65417,1.39592,2.07197,0.65262,0.36489,0.37312
Stachys alpina,native,,,,,,,90,5,9,7,5,0,0,0,0,1,0,0,0,4.5,7.4,7.4,5.6,3.2,0.64572,0.22129,0.15884,1.36906,0.09042,0.1954,0.1285
Stachys arvensis,archaeophyte,casual,Mediterranean,,,Early Middle Ages (550–1200),unintentional – agriculture,45,1,11,6,11,0,0,0,0,0,0,1,0,4.3,6.1,3.6,7.5,4.9,0.68082,0.64573,1.30936,1.90316,0.67787,0.24251,0.54321
Stachys heraclea,absent,,,,,,,56,5,7,6,3,0,0,0,0,1,0,0,0,2.8,7.5,7.6,9.6,4.4,0.61634,0.28812,0.33708,1.63372,0.22471,0.31194,0.1695
Stachys officinalis,absent,,,,,,,90,4,9,6.5,6,0,0,0,0,1,0,0,0,4.3,3.4,5.6,6.7,4.4,0.56732,0.32881,0.41425,1.56593,0.34776,0.22322,0.1633
Stachys palustris,native,,,,,,,75,7,9,8,3,0,0,0,1,1,0,0,0,6.3,6.6,6.9,6.9,4.1,0.57926,0.51536,0.9272,1.64647,0.37623,0.14347,0.33554
Stachys sylvatica,native,,,,,,,105,5,9,7,5,0,0,0,0,1,0,0,0,5.6,7.4,6.8,3.7,4.1,0.67499,0.26365,0.14663,1.3586,0.0564,0.18297,0.11371
Stellaria alsine,native,,,,,,,45,4,7,5.5,4,0,0,0,0,0,1,0,0,6.3,4.2,3.9,5.3,3.5,0.48092,0.43032,1.03536,1.68058,0.37331,0.27128,0.15462
Stellaria graminea,native,,,,,,,50,5,8,6.5,4,0,0,0,0,1,0,0,0,4.1,4.1,4.5,6.2,3.7,0.52984,0.50825,1.42862,2.00462,0.96716,0.18958,0.3408
Stellaria holostea,native,,,,,,,30,4,6,5,3,0,0,1,0,0,0,0,0,4.6,5.3,5.5,4.4,4.5,0.67876,0.16102,0.06869,1.33009,0.03093,0.19573,0.11154
Stellaria media,native,,Mediterranean,,,,,30,3,11,7,9,0,0,0,0,0,0,1,0,4.4,7.7,6.3,6.2,4.3,0.70945,0.61373,0.80583,1.7717,0.43958,0.26577,0.51423
Stellaria neglecta,native,,,,,,,50,2,6,4,5,0,0,0,0,0,0,1,0,4.8,7.5,6.3,5.6,5.4,0.68527,0.47277,0.43872,1.46999,0.26716,0.18717,0.23784
Stenotaphrum secundatum,absent,,,,,,,50,7,10,8.5,4,1,0,0,1,1,0,0,0,3,4,7.9,8.8,7.5,0.59388,0.55217,1.2319,1.93562,0.22997,0.30189,0.3625
Succisa pratensis,native,,,,,,,100,7,10,8.5,4,0,0,0,0,1,0,0,0,5.8,2.7,5.6,6.6,4,0.43289,0.39076,1.16724,1.8149,0.71177,0.24061,0.17677
Symphyotrichum lanceolatum,neophyte,invasive,North America,,,Late Modern Period (1800–1950),intentional – ornamental,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,5.1,8.3,7,6.8,5.2,NA,NA,NA,NA,NA,NA,NA
Symphyotrichum squamatum,absent,,,,,,,74,7,12,9.5,6,1,0,0,0,0,0,1,0,4.7,7.6,7.7,8.9,6.3,0.64906,0.61757,1.25341,1.67082,0.43619,0.21538,0.32534
Symphyotrichum x salignum,neophyte,invasive,hybrid origin,1872,,Late Modern Period (1800–1950),intentional – ornamental,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,5.3,8.4,6.8,7.8,5,NA,NA,NA,NA,NA,NA,NA
Symphytum tuberosum,native,,,,,,,100,3,6,4.5,4,0,0,0,1,0,0,0,0,5.1,6,7.3,4.1,4.7,NA,NA,NA,NA,NA,NA,NA
Taeniatherum caput-medusae,absent,,,,,,,65,4,6,5,3,0,0,0,0,0,0,1,0,3,7.3,7.4,9.1,6.4,0.61195,0.59421,1.55329,1.9403,0.56457,0.32914,0.35011
Tanacetum corymbosum,native,,,,,,,100,5,7,6,3,0,0,0,0,1,0,0,0,3.5,3.9,7.4,6.2,5,0.63943,0.19637,0.14094,1.38019,0.1034,0.22129,0.11055
Tanacetum parthenium,archaeophyte/neophyte,naturalized,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanacetum vulgare,archaeophyte,naturalized,Europe,,,Early Middle Ages (550–1200),intentional – ornamental,,,,,,,,,,,,,,,,,,,,,,,,,
Taraxacum sect. Erythrosperma,native,,,,,,,17,2,8,5,7,0,0,0,0,1,0,0,0,3.4,3.7,6.7,8.3,3.8,0.45943,0.4168,1.16421,1.62452,0.33694,0.31725,0.26446
Taraxacum sect. Obliqua,absent,,,,,,,17,2,8,5,7,0,0,0,0,1,0,0,0,2.7,4.3,5.9,9.4,4.6,0.34663,0.33736,1.71692,1.75932,0.16485,0.31573,0.18276
Taraxacum sect. Obovata,absent,,,,,,,36,1,6,3.5,6,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,0.6963,0.56786,0.85805,1.58472,0.42638,0.3,0.24815
Taraxacum sect. Taraxacum,native,,,,,,,36,1,8,4.5,8,0,0,0,0,1,0,0,0,4.4,6.8,6,7.2,4.1,0.58586,0.53714,1.09148,1.86588,0.73778,0.26697,0.37503
Teesdalia coronopifolia,absent,,,,,,,20,1,5,3,5,0,0,0,0,0,0,1,0,2.6,3.1,5.1,8.3,5.8,0.38235,0.34292,1.31915,1.76155,0.44414,0.31581,0.21733
Teesdalia nudicaulis,absent,,,,,,,35,2,6,4,5,0,0,0,0,0,0,1,0,2.8,1.6,2,8,4.8,0.48606,0.47128,1.56846,1.96065,0.26538,0.2566,0.4567
Teucrium scorodonia,native,,,,,,,50,7,8,7.5,2,0,0,0,0,1,0,0,0,3.6,3.2,2.3,5.8,4.3,0.62907,0.18419,0.1522,1.32621,0.06756,0.21498,0.12022
Thalictrum speciosissimum,absent,,,,,,,160,5,7,6,3,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,0.49615,0.362,0.6679,1.74336,0.31572,0.25283,0.12963
Thapsia villosa,absent,,,,,,,190,3,7,5,5,0,0,0,0,1,0,0,0,3,2.1,4.1,9,5.4,0.57597,0.20913,0.30188,1.42847,0.06041,0.28532,0.13056
Thlaspi alliaceum,absent,,,,,,,85,3,6,4.5,4,0,0,0,0,0,0,1,0,3.7,6,7,6.6,5.3,0.7375,0.69577,1.12273,1.82328,0.64183,0.21884,0.575
Thlaspi arvense,archaeophyte,naturalized,Mediterranean,,,Neolithic (5600–4200 BCE),unintentional – agriculture,50,4,9,6.5,6,0,0,0,0,0,0,1,0,3.9,6.6,6.7,6.6,4.1,0.85872,0.85623,1.93236,2.06062,0.42748,0.12576,0.82312
Thymus pulegioides,native,,,,,,,30,6,10,8,5,0,0,1,0,0,0,0,0,3.4,2.1,5.8,7.8,4.1,0.48356,0.44748,1.21853,1.78433,0.656,0.27735,0.21659
Tolpis umbellata,absent,,,,,,,50,4,8,6,5,0,0,0,0,0,0,1,0,1.7,0.8,1.8,9.4,7.3,0.48529,0.4367,1.2671,2.00869,0.64958,0.2972,0.25577
Tordylium maximum,native,,,,,,,130,4,7,5.5,4,0,0,0,0,0,0,1,0,2.9,4.9,6,6.9,5.9,0.7311,0.65741,0.9832,1.77757,0.61111,0.19686,0.43704
Torilis africana,absent,,,,,,,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2.5,7.3,6.3,7.5,6.2,0.76204,0.54455,0.54342,1.63898,0.33011,0.23889,0.30841
Torilis arvensis,archaeophyte,naturalized,Mediterranean,,,Neolithic (5600–4200 BCE),unintentional – anthropogenic,200,4,7,5.5,4,0,0,0,0,0,0,1,0,3.5,5.4,8,7.2,5.6,0.69468,0.47882,0.47519,1.53577,0.28194,0.21231,0.26004
Torilis japonica,native,,,,,,,150,5,8,6.5,4,0,0,0,0,0,0,1,0,4.2,7.5,7.5,5.9,4.6,0.65475,0.35168,0.32188,1.41924,0.21392,0.19291,0.19061
Torilis leptophylla,absent,,,,,,,40,4,5,4.5,2,0,0,0,0,0,0,1,0,2.8,6.4,7.3,7.6,6.9,0.79737,0.66124,0.77034,1.91263,0.39119,0.24715,0.41124
Torilis nodosa,neophyte,casual,Mediterranean,1918,,Late Modern Period (1800–1950),unintentional – anthropogenic,50,3,6,4.5,4,0,0,0,0,0,0,1,0,3.4,6.4,7,7.8,5.6,0.7781,0.6675,0.89195,1.84883,0.43208,0.25388,0.40732
Trachelium caeruleum,absent,,,,,,,70,4,9,6.5,6,0,0,1,0,1,0,0,0,3.5,5.4,7,6.7,6.4,0.4,0.295,0.64455,1.22403,0.3363,0.255,0.08
Trachynia distachya,absent,,,,,,,35,3,7,5,5,0,0,0,0,0,0,1,0,2.4,3.7,7.3,7.9,6.9,0.7098,0.56671,0.82132,1.65119,0.22768,0.33001,0.26699
Tradescantia fluminensis,absent,,,,,,,60,4,5,4.5,2,1,0,0,1,0,0,0,0,5.1,7.4,6.1,2.5,7,0.625,0.44286,0.48792,1.39794,0.14086,0.19,0.15
Tragopogon crocifolius,absent,,,,,,,40,5,7,6,3,0,0,0,0,1,0,0,0,2.9,3.8,6.4,8.3,5.9,0.51944,0.43014,0.9014,1.87588,0.34401,0.33382,0.19867
Tragopogon dubius,archaeophyte,naturalized,Mediterranean,,,Neolithic (5600–4200 BCE),unintentional – anthropogenic,70,4,7,5.5,4,0,0,0,0,1,0,0,0,3.2,5.1,7.2,7.9,5.3,0.60379,0.55348,1.11243,1.81915,0.61228,0.26799,0.27156
Tragopogon pratensis,native,,,,,,,35,5,7,6,3,0,0,0,0,1,0,0,0,3.6,5.7,6.8,7.5,4.2,0.50996,0.50194,1.77695,2.09272,1.26941,0.17348,0.31239
Trifolium angustifolium,neophyte,casual,Mediterranean,1923,,Late Modern Period (1800–1950),,90,4,8,6,5,0,0,0,0,0,0,1,0,2.4,3.6,5.4,7.9,6.5,0.66297,0.55959,0.86266,1.77026,0.47455,0.29178,0.28711
Trifolium arvense,native,,,,,,,50,4,8,6,5,0,0,0,0,0,0,1,0,2.6,1.9,3.8,8,4.6,0.53746,0.50691,1.32442,1.96973,0.5926,0.30223,0.35081
Trifolium campestre,native,,,,,,,50,3,9,6,7,0,0,0,0,0,0,1,0,3.6,3.6,6.1,7.9,4.5,0.57992,0.51518,1.07112,1.9013,0.55737,0.29518,0.30954
Trifolium cernuum,absent,,,,,,,65,5,7,6,3,0,0,0,0,0,0,1,0,5.8,7.7,5.3,8.2,6.4,NA,NA,NA,NA,NA,NA,NA
Trifolium dubium,native,,,,,,,50,4,8,6,5,0,0,0,0,0,0,1,0,4.1,4.5,5.6,6.5,4.4,0.50969,0.50576,1.97957,2.23767,1.1694,0.28385,0.36995
Trifolium fragiferum,native,,,,,,,45,5,10,7.5,6,0,0,0,0,1,0,0,0,5.3,6,7.6,7.9,4.7,0.5227,0.5119,1.68021,2.23811,0.61392,0.53264,0.18076
Trifolium glomeratum,neophyte,casual,Mediterranean,1961,,Recent Past (1950–2000),unintentional – industry,40,4,7,5.5,4,0,0,0,0,0,0,1,0,2.9,3.4,4.8,7.9,6.2,0.58121,0.55047,1.37536,2.02108,0.51958,0.34665,0.33939
Trifolium incarnatum,neophyte,casual,Mediterranean,1870,,Late Modern Period (1800–1950),unintentional – other,65,4,8,6,5,0,0,0,0,0,0,1,0,3.5,5.7,5.7,8.1,5.6,NA,NA,NA,NA,NA,NA,NA
Trifolium nigrescens,absent,,,,,,,45,3,8,5.5,6,0,0,0,0,0,0,1,0,2.5,6.1,6.1,7.8,6.4,0.73069,0.68791,1.42328,2.03798,0.47792,0.33312,0.39825
Trifolium pratense,native,,anecophyte,,,,,110,4,10,7,7,0,0,0,0,1,0,0,0,4.6,5,6,6.9,4,0.51602,0.49187,1.37487,2.0182,0.89491,0.26179,0.32262
Trifolium repens,native,,,,,,,60,3,10,6.5,8,0,0,0,0,1,0,0,0,4.5,6.5,5.8,7.6,4.1,0.53223,0.52325,1.73719,2.14421,0.94278,0.39374,0.35054
Trifolium retusum,native,,,,,,,22,5,6,5.5,2,0,0,0,0,0,0,1,0,2.6,2.6,6.6,8.3,5.5,0.59245,0.59245,2.25214,2.25214,0.39164,0.41563,0.34586
Trifolium scabrum,absent,,,,,,,20,3,8,5.5,6,0,0,0,0,0,0,1,0,1.9,1.9,8.1,8.9,6.4,0.67232,0.58995,1.08234,1.81419,0.30956,0.35306,0.32201
Trifolium squamosum,neophyte,casual,Mediterranean,1930,,Late Modern Period (1800–1950),unintentional – traffic,,,,,,,,,,,,,,,,,,,,,,,,,
Trifolium striatum,native,,,,,,,60,4,8,6,5,0,0,0,0,0,0,1,0,2.4,2.1,3.4,8,5.8,0.54358,0.53676,1.80603,2.17215,0.66547,0.35115,0.33482
Trifolium strictum,absent,,,,,,,50,5,7,6,3,0,0,0,0,0,0,1,0,2.8,1.9,4.7,7.9,5.5,0.48101,0.47324,1.67421,1.97167,0.66098,0.34269,0.24821
Trifolium subterraneum,neophyte,casual,Mediterranean,1962,,Recent Past (1950–2000),unintentional – anthropogenic,90,3,7,5,5,0,0,0,0,0,0,1,0,1.9,2.9,5.7,8.1,6.3,0.66037,0.62634,1.30137,2.10603,0.33014,0.45436,0.38524
Trifolium suffocatum,absent,,,,,,,10,3,7,5,5,0,0,0,0,0,0,1,0,3.5,3.3,5.5,8.4,6.4,0.71746,0.69686,1.6414,2.07777,0.30239,0.46719,0.41529
Trifolium tomentosum,neophyte,casual,Mediterranean,1961,,Recent Past (1950–2000),unintentional – anthropogenic,35,3,7,5,5,0,0,0,0,0,0,1,0,3.5,5.1,8,8.4,7,0.78769,0.70782,1.27171,1.99618,0.35633,0.35886,0.41465
Tripleurospermum inodorum,archaeophyte,naturalized,anecophyte,,,Iron Age (750–20 BCE),unintentional – anthropogenic,60,5,8,6.5,4,0,0,0,0,0,0,1,0,4.5,6.6,6.2,7.5,4.3,NA,NA,NA,NA,NA,NA,NA
Tripleurospermum maritimum,absent,,,,,,,50,5,7,6,3,0,0,0,0,0,0,1,0,4.6,8.1,7.1,8.5,4.3,NA,NA,NA,NA,NA,NA,NA
Trisetaria ovata,absent,,,,,,,37,4,8,6,5,0,0,0,0,0,0,1,0,2.4,1.8,3.2,8.1,5.2,0.35882,0.34615,1.83474,1.89506,0.59088,0.30444,0.25385
Trisetaria panicea,absent,,,,,,,71,3,10,6.5,8,0,0,0,0,0,0,1,0,3.4,3.6,6,7.9,6.3,0.87469,0.87101,1.92852,2.2193,1.02579,0.18447,0.48405
Trisetum flavescens,native,,,,,,,73,5,8,6.5,4,0,0,0,0,1,0,0,0,4.5,5.3,6.1,7.1,3.9,0.50653,0.49224,1.58015,2.09593,1.26254,0.16876,0.34689
Triticum aestivum,archaeophyte,casual,anecophyte,,,,,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,3.9,7,6.8,8.4,5.6,NA,NA,NA,NA,NA,NA,NA
Tuberaria guttata,absent,,,,,,,42,3,8,5.5,6,0,0,0,0,0,0,1,0,1.8,1.2,4.2,9,5.8,0.46949,0.37917,1.00102,1.85493,0.43147,0.32723,0.23336
Turgenia latifolia,archaeophyte,casual,Neolithic (5600–4200 BCE),,,unintentional – agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,
Tussilago farfara,native,,,,,,,43,3,6,4.5,4,0,0,0,1,0,0,0,0,5,5.6,7.3,7.5,4.1,0.63414,0.54614,0.83673,1.6192,0.40196,0.19592,0.32047
Typha domingensis,absent,,,,,,,300,6,11,8.5,6,0,0,0,0,0,1,0,0,8,6.4,7.1,8,5.7,0.26465,0.25267,1.5562,1.85218,0.55609,0.11785,0.1191
Ulex europaeus,neophyte,casual,Europe,1880,,Late Modern Period (1800–1950),intentional – ornamental,,,,,,,,,,,,,,,,,,,,,,,,,
Ulex gallii,absent,,,,,,,100,7,10,8.5,4,0,0,0,0,0,0,0,1,4.8,1.5,2.5,7.7,4.7,0.48217,0.31232,0.65359,1.44761,0.13313,0.30647,0.13918
Ulmus minor,native,,,,,,,3000,2,4,3,3,0,0,0,0,0,0,0,1,4.8,6.5,7.7,5.1,5.4,0.68552,0.21508,0.0913,1.36974,0.02538,0.20442,0.11243
Umbilicus rupestris,absent,,,,,,,30,4,8,6,5,0,0,0,0,1,0,0,0,3.4,3.2,5.6,6.5,6.4,0.55447,0.33146,0.44387,1.11714,0.17257,0.22257,0.16213
Urtica dioica,native,,,,,,,150,4,9,6.5,6,0,0,0,0,1,0,0,0,5,8.8,6.6,5.4,4,0.60658,0.39025,0.44214,1.39281,0.24736,0.18526,0.18179
Urtica membranacea,absent,,,,,,,150,2,9,5.5,8,0,0,0,0,0,0,1,0,3.8,7.8,7.2,7.2,6.6,0.82362,0.73658,0.9124,1.79063,0.58059,0.21145,0.42568
Urtica urens,archaeophyte,naturalized,Mediterranean,,,Bronze Age (2300–750 BCE),unintentional – anthropogenic,80,3,10,6.5,8,0,0,0,0,0,0,1,0,4.1,8.6,6.3,7.3,4.6,0.81066,0.77697,1.2438,1.96213,0.77044,0.17264,0.65748
Vaccinium myrtillus,absent,,,,,,,60,4,6,5,3,0,0,0,0,0,0,0,1,4.7,2.8,2,4.8,2.9,0.61242,0.15898,0.15204,1.18151,0.02124,0.20806,0.12579
