"SIVIMID","CANTEUNIS","ESEUNIS","Sintaxon","Twinspan","Semisupervised","Order","Class","Area","Year","Longitude","Latitude","Accuracy","Elevation","Aspect","Slope"
"T-P12288","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",8,1988,-6.217253751,42.95697572,"3 - UTM10x10 + Elevation",1250,"",NA
"U-P00110","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",20,2001,-5.013435233,43.03312621,"1 - UTM1x1 + Elevation",1100,"",NA
"S-P21798","V38Y","V38","Onopordion acanthii",NA,"Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",50,1981,-6.247482993,42.9723286,"3 - UTM10x10 + Elevation",1360,"",NA
"U-P00600","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",20,2002,-4.758959542,43.06253486,"1 - UTM1x1 + Elevation",1610,"",NA
"U-P00601","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",40,2002,-4.916000901,42.89972784,"1 - UTM1x1 + Elevation",1410,"SE",2
"U-P00604","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",50,2002,-4.934378278,42.93903997,"1 - UTM1x1 + Elevation",1170,"",NA
"U-P00109","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",12,2001,-5.02038241,43.02039722,"1 - UTM1x1 + Elevation",1130,"N",2
"T-P22329","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",200,1988,-5.551723284,42.93053925,"3 - UTM10x10 + Elevation",1130,"",NA
"S-P11155","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",100,1989,-4.451060757,42.92097492,"1 - UTM1x1 + Elevation",1140,"",NA
"U-P00599","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",10,2002,-4.964406642,42.95833895,"1 - UTM1x1 + Elevation",1130,"",NA
"S-P21800","V38Y","V38","Onopordion acanthii",NA,"Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",50,1981,-6.210751669,42.9733659,"3 - UTM10x10 + Elevation",1290,"",NA
"T-P22338","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",50,1988,-5.000524256,43.01354245,"3 - UTM10x10 + Elevation",1140,"",NA
"T-P23964","V38Y","V38","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",4,1982,-2.324914403,42.94527571,"4 - UTM10x10 + Centroid",1530,"",NA
"S-P11151","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",40,1989,-4.406193952,42.9953756,"1 - UTM1x1 + Elevation",1420,"S",2
"T-P12287","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",10,1988,-6.208583593,42.97882923,"3 - UTM10x10 + Elevation",1320,"",NA
"T-P12286","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",10,1988,-6.202938141,42.96458091,"3 - UTM10x10 + Elevation",1410,"",NA
"S-P11161","V38Y","V38","Carduo nutantis-Cirsietum chodati","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",20,1989,-4.494536319,42.99605692,"1 - UTM1x1 + Elevation",1160,"",NA
"T-P17238","V38Y","V38","Rhamno-Juniperetum lyciae",NA,"Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",NA,1975,-7.105934156,42.75190131,"4 - UTM10x10 + Centroid",979,"",NA
"R-P24575","V38Y","V37","Carduo carpetani-Onopordetum acanthii","Carduo carpetani-Cirsion odontolepidis","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",15,2012,-6.553448027,42.27710588,"1 - UTM1x1 + Elevation",869,"",NA
"Q-P08768","V38Y","V38","Comunidad de Cirsium richterianum","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",60,1990,-4.491578057,42.87362795,"3 - UTM10x10 + Elevation",1020,"",NA
"Q-P08760","V38Y","V38","Comunidad de Cirsium richterianum","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",50,1990,-4.498878138,42.87173158,"3 - UTM10x10 + Elevation",1000,"",NA
"T-P04822","V38Y","R","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",10,1984,-4.802200937,43.02944492,"3 - UTM10x10 + Elevation",1600,"",NA
"S-P11160","V38Y","V38","Carduo nutantis-Cirsietum chodati","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",40,1989,-4.429271113,43.03831306,"1 - UTM1x1 + Elevation",1630,"SW",5
"T-P22330","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",50,1988,-4.935418861,42.89399817,"3 - UTM10x10 + Elevation",1390,"",NA
"R-P24573","V38Y","V38","Carduo carpetani-Onopordetum acanthii","Sisymbrion officinalis","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",50,2012,-6.594293849,42.27042867,"1 - UTM1x1 + Elevation",1000,"NE",15
"U-P00602","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",20,2002,-5.017966356,42.9466012,"1 - UTM1x1 + Elevation",1110,"",NA
"S-P11149","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",50,1989,-4.478014555,43.02328609,"2 - UTM1x1 + Centroid",1170,"",NA
"T-P04824","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",10,1984,-6.002846057,43.08526369,"3 - UTM10x10 + Elevation",1480,"",NA
"U-P00603","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",10,2002,-4.932829752,42.96788147,"1 - UTM1x1 + Elevation",1100,"N",5
"Q-P08766","V38Y","V38","Comunidad de Cirsium richterianum","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",50,1990,-4.648957603,42.80663255,"3 - UTM10x10 + Elevation",1120,"",NA
"T-P03076","V38Y","H25","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",10,1986,-2.806308577,43.05247778,"3 - UTM10x10 + Elevation",1200,"NW",NA
"T-P03075","V38Y","V38","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",8,1986,-2.811236774,43.047083,"3 - UTM10x10 + Elevation",1100,"N",NA
"Q-P08767","V38Y","V38","Comunidad de Cirsium richterianum","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",40,1990,-4.668372809,42.80094819,"3 - UTM10x10 + Elevation",1120,"",NA
"Q-P08756","V38Y","V38",NA,NA,"Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",350,NA,-4.677118412,42.85304978,"3 - UTM10x10 + Elevation",1330,"N",5
"S-P11133","V38Y","V38","Senecioni duriaei-Chenopodietum boni-henrici","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",12,1989,-4.341871144,42.97093409,"2 - UTM1x1 + Centroid",1710,"SE",5
"T-P22342","V38Y","V38","Carduo nutantis-Cirsietum chodati","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",60,1988,-5.132614525,43.14262273,"3 - UTM10x10 + Elevation",1270,"",NA
"S-P11158","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",100,1989,-4.478008438,42.92063011,"1 - UTM1x1 + Elevation",1100,"",NA
"Q-P08754","V38Y","V38",NA,NA,"Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",20,NA,-4.666943542,42.83879034,"3 - UTM10x10 + Elevation",1250,"N",5
"T-P22361","V38Y","V38","Carduo carpetani-Onopordetum acanthii","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",100,1988,-5.701239318,42.87488037,"3 - UTM10x10 + Elevation",1170,"",NA
"T-P11669","V38Y","R","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",40,1988,-5.640469736,42.88530357,"3 - UTM10x10 + Elevation",1140,"W",1.8
"T-P04823","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",15,1984,-6.008270155,43.04550291,"3 - UTM10x10 + Elevation",1350,"",NA
"T-P22356","V38Y","V38","Carduo carpetani-Onopordetum acanthii","Carduo carpetani-Cirsion odontolepidis","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",200,1988,-5.505504211,42.81810239,"3 - UTM10x10 + Elevation",970,"",NA
"Q-P08755","V38Y","V38",NA,NA,"Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",70,NA,-4.749295633,42.89519337,"3 - UTM10x10 + Elevation",1240,"",NA
"S-P21799","V38Y","V","Onopordion acanthii",NA,"Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",50,1981,-6.247104232,42.96513607,"3 - UTM10x10 + Elevation",1248,"",NA
"T-P17234","V38Y","V38","Rhamno-Juniperetum lyciae",NA,"Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",NA,1975,-7.103282071,42.84195365,"4 - UTM10x10 + Centroid",638,"",NA
"T-P04821","V38Y","V38","Cirsio chodati-Carduetum cantabrici","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",10,1984,-4.764954781,43.10026214,"3 - UTM10x10 + Elevation",1340,"",NA
"T-P11667","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",12,1988,-5.813277885,42.9694278,"3 - UTM10x10 + Elevation",1460,"",NA
"Q-P08758","V38Y","V38","Carduo carpetani-Onopordetum acanthii","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",100,1990,-4.66851798,42.80634914,"3 - UTM10x10 + Elevation",1130,"",NA
"T-P22344","V38Y","V38","Carduo nutantis-Cirsietum chodati","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",100,1988,-5.024032771,43.01942117,"4 - UTM10x10 + Centroid",1070,"",NA
"T-P11665","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",25,1988,-5.805924994,42.91558207,"3 - UTM10x10 + Elevation",1540,"",NA
"T-P22341","V38Y","V38","Carduo nutantis-Cirsietum chodati","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",150,1988,-5.293533307,43.10529203,"3 - UTM10x10 + Elevation",1440,"",NA
"Q-P09946","V38Y","V32","Comunidad de Carduus carpetanus","Sisymbrion officinalis","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",6,2000,-6.830072255,41.71711066,"3 - UTM10x10 + Elevation",900,"",NA
"T-P17236","V38Y","V38","Rhamno-Juniperetum lyciae",NA,"Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",NA,1975,-7.228140842,42.75379587,"4 - UTM10x10 + Centroid",898,"",NA
"T-P04818","V38Y","R21","Cirsio chodati-Carduetum cantabrici","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",10,1984,-4.76775473,43.19746828,"3 - UTM10x10 + Elevation",1400,"",NA
"T-P11668","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",5,1988,-5.616602709,42.95788807,"3 - UTM10x10 + Elevation",1350,"",NA
"T-P11666","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",20,1988,-5.72477104,42.96436699,"3 - UTM10x10 + Elevation",1460,"",NA
"T-P17235","V38Y","V38","Rhamno-Juniperetum lyciae",NA,"Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",NA,1975,-7.108824928,42.6618699,"4 - UTM10x10 + Centroid",1067,"",NA
"T-P22343","V38Y","V38","Carduo nutantis-Cirsietum chodati","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",50,1988,-5.095502023,43.13610515,"3 - UTM10x10 + Elevation",1200,"",NA
"T-P12130","U3DZ","H","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",6,1988,-6.38672846,42.91786629,"3 - UTM10x10 + Elevation",1080,"N",90
"T-P03094","U3DZ","?","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",20,1986,-3.155785803,43.34789218,"3 - UTM10x10 + Elevation",100,"NE",NA
"NEW-OMAR-CC86","U3DZ",NA,"Comunidad de Cymbalaria muralis","Galio valantiae-Parietarion judaicae","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1981,-5.682600619,43.32588696,"500",275,"NO",90
"T-P03102","U3DZ","?","Cymbalario-Trachelietum caerulei","Galio valantiae-Parietarion judaicae","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",6,1986,-2.814679464,43.12721682,"4 - UTM10x10 + Centroid",303,"",NA
"Q-P02793","U3DZ","?","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",50,1969,-8.693960952,42.8571451,"4 - UTM10x10 + Centroid",202,"",NA
"R-P15125","U3DZ","?","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",NA,1983,-2.412753528,43.11777144,"1 - UTM1x1 + Elevation",150,"",NA
"T-P03101","U3DZ","?","Cymbalario-Trachelietum caerulei","Galio valantiae-Parietarion judaicae","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",4,1986,-3.183770111,43.21726743,"4 - UTM10x10 + Centroid",316,"",NA
"Q-P02794","U3DZ","?","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",100,1969,-8.693537785,42.9471732,"4 - UTM10x10 + Centroid",275,"",NA
"T-P03109","U3DZ","?","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1986,-3.005250284,43.28316509,"3 - UTM10x10 + Elevation",50,"",NA
"T-P11544","U3DZ","?","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1988,-5.61899362,42.84077425,"3 - UTM10x10 + Elevation",1090,"NW",100
"R-P15122","U3DZ","?","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",NA,1983,-1.976755236,43.31640741,"1 - UTM1x1 + Elevation",10,"",NA
"T-P03100","U3DZ","?","Cymbalario-Trachelietum caerulei","Galio valantiae-Parietarion judaicae","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",5,1986,-3.184041148,43.30731368,"4 - UTM10x10 + Centroid",268,"",NA
"Q-P02790","U3DZ","H32d","Centrantho-Hypericetum hircini","Galio valantiae-Parietarion judaicae","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1969,-2.204357764,43.28045619,"4 - UTM10x10 + Centroid",82,"",NA
"T-P13304","U3DZ","?","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",20,1997,-2.990447076,43.36420603,"1 - UTM1x1 + Elevation",60,"",NA
"T-P13309","U3DZ","?","Cymbalario-Trachelietum caerulei","Galio valantiae-Parietarion judaicae","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",30,1997,-2.501690511,43.36672266,"1 - UTM1x1 + Elevation",0,"",NA
"R-P22339","U3DZ","?","Parietarietum judaicae","Cymbalario-Asplenion","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",3,1999,-8.094693036,41.90378497,"1 - UTM1x1 + Elevation",380,"NW",90
"R-P24474","U3DZ","V","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",4,2012,-6.695318936,42.42208899,"1 - UTM1x1 + Elevation",477,"SW",100
"Q-P02792","U3DZ","?","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",50,1969,-8.693960952,42.8571451,"4 - UTM10x10 + Centroid",202,"",NA
"T-P03108","U3DZ","?","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1986,-3.089099974,43.30834345,"3 - UTM10x10 + Elevation",100,"NW",NA
"T-P32462","U3DZ","?","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1966,-2.415143223,43.12498758,"1 - UTM1x1 + Elevation",190,"",NA
"R-P23777","U3DZ","?","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",4,1986,-6.855415177,42.37359619,"2 - UTM1x1 + Centroid",663,"W",90
"T-P03105","U3DZ","H","Cymbalario-Trachelietum caerulei","Galio valantiae-Parietarion judaicae","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",6,1986,-3.064475134,43.30297494,"4 - UTM10x10 + Centroid",127,"",NA
"R-P22336","U3DZ","H31c","Parietarietum judaicae","Cymbalario-Asplenion","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",2,1999,-8.092434214,41.90568603,"1 - UTM1x1 + Elevation",390,"N",90
"Q-P02779","U3DZ","?","Oxalido-Parietarietum","Galio valantiae-Parietarion judaicae","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",20,1969,-3.821186692,43.46727446,"4 - UTM10x10 + Centroid",21,"",NA
"Q-P02784","U3DZ","?","Oxalido-Parietarietum","Cymbalario-Asplenion","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1969,-3.821186692,43.46727446,"4 - UTM10x10 + Centroid",21,"",NA
"T-P11547","U3DZ","?","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",8,1988,-5.682372596,42.89153242,"3 - UTM10x10 + Elevation",1120,"SE",100
